customer_id,trans_date,tran_amount
CS8063,13-Aug-13,46
CS8510,5-Nov-14,57
CS8422,30-Aug-14,28
CS8673,29-May-14,51
CS7586,28-Sep-12,56
CS8227,8-Sep-14,35
CS7324,19-May-13,29
CS7770,5-Jul-12,18
CS7304,3-Aug-12,79
CS7355,5-Jul-11,74
CS7406,3-Feb-13,21
CS7733,6-Nov-13,16
CS7143,9-Jan-13,22
CS7916,30-Dec-12,64
CS8847,30-Oct-12,33
CS8667,26-Sep-13,61
CS7288,3-Mar-13,43
CS7250,17-May-11,76
CS8536,2-Feb-15,75
CS8968,12-Mar-12,15
CS7165,15-Oct-12,51
CS8923,8-Feb-14,31
CS8498,17-May-12,69
CS7862,16-Jul-14,53
CS7837,16-Oct-11,71
CS8693,27-May-14,47
CS7218,5-Nov-14,34
CS8506,12-Jul-13,15
CS7492,3-Dec-13,69
CS7966,15-Nov-11,51
CS7831,2-Mar-15,52
CS7189,14-Mar-12,49
CS7833,16-Apr-12,35
CS8353,13-Oct-14,77
CS7690,13-Jun-14,39
CS8425,10-Nov-14,70
CS7945,25-Oct-14,37
CS8280,30-Sep-11,37
CS7159,18-Dec-14,57
CS7128,11-Feb-14,20
CS8336,30-May-11,19
CS7405,5-Nov-14,23
CS8346,14-Nov-13,39
CS7167,21-Sep-14,77
CS7456,21-Feb-14,15
CS8836,6-Dec-14,12
CS7569,22-May-13,48
CS8571,29-Nov-14,62
CS8935,29-Jan-12,30
CS8820,10-Jul-13,67
CS7428,10-Jun-11,54
CS7964,17-Dec-13,28
CS8606,4-Sep-13,38
CS7174,21-Nov-13,42
CS8892,25-Sep-12,79
CS8468,11-Jan-12,27
CS8359,16-Sep-14,35
CS8321,25-Aug-14,45
CS7998,28-Feb-12,53
CS8899,2-Mar-15,31
CS8266,20-Nov-12,42
CS8309,13-Mar-14,48
CS7369,25-Sep-12,76
CS8434,1-Jul-12,67
CS8490,21-Aug-14,46
CS7794,22-Sep-11,56
CS8135,1-Jun-14,64
CS8101,30-Dec-13,53
CS8499,26-Oct-12,60
CS8450,31-Dec-12,41
CS7616,29-Jul-11,62
CS7786,28-Oct-11,18
CS7903,13-Mar-13,67
CS8468,24-Jun-13,74
CS7120,7-Feb-12,15
CS7401,10-Jan-13,34
CS7447,9-Feb-14,67
CS7575,14-Jul-14,30
CS7886,23-Feb-13,50
CS7975,14-Dec-13,37
CS7587,22-Jul-13,28
CS7685,2-Apr-13,23
CS8092,28-Jan-15,61
CS8989,2-Dec-12,77
CS8265,30-May-13,34
CS8013,25-May-14,32
CS7663,15-Mar-12,50
CS7457,8-Dec-12,21
CS7511,13-Jun-11,60
CS7181,25-Dec-13,30
CS7113,14-Jan-15,10
CS8552,9-Jan-14,66
CS7317,13-Aug-14,42
CS7823,27-Aug-13,72
CS7378,30-Sep-11,37
CS7590,16-Jul-11,24
CS8818,17-Nov-13,55
CS8428,7-Jun-13,69
CS8866,15-Oct-14,77
CS8719,14-Aug-12,15
CS8706,10-Jun-11,75
CS8759,21-Apr-14,10
CS8657,21-May-11,79
CS8124,19-Sep-11,30
CS7286,12-Jan-14,18
CS8909,27-Mar-14,18
CS7772,18-Oct-11,41
CS7660,24-Jul-14,47
CS7342,5-Sep-11,36
CS8406,29-Mar-12,66
CS8750,21-Mar-12,53
CS8513,23-Jun-14,74
CS8945,13-Jan-14,20
CS8429,29-Sep-11,34
CS7502,30-Nov-14,78
CS7792,7-Jan-14,22
CS8653,30-Jun-14,48
CS7599,29-Dec-12,58
CS7903,29-Oct-13,65
CS7157,18-Feb-13,66
CS8722,4-Jan-13,58
CS8425,20-Jan-14,33
CS8353,24-Nov-14,75
CS7890,3-Mar-15,56
CS8915,26-Apr-14,18
CS8638,25-Jan-13,46
CS8262,26-May-14,36
CS7554,22-Jan-14,60
CS8193,26-Dec-12,43
CS7708,22-Jan-12,24
CS8703,24-Jun-11,36
CS8541,13-Sep-14,20
CS7179,30-Nov-13,43
CS8341,9-Apr-13,63
CS7214,23-Aug-11,65
CS7883,14-Jul-12,47
CS7646,8-Sep-11,70
CS7173,16-Sep-14,16
CS7473,24-Jan-13,22
CS7319,26-Oct-14,65
CS7748,20-Sep-14,59
CS7501,9-Feb-15,59
CS8256,5-Sep-11,15
CS7218,7-Feb-15,56
CS7673,22-Dec-11,53
CS8175,6-Jul-14,18
CS7631,22-Mar-14,41
CS8635,10-Jun-13,29
CS7146,9-Mar-15,12
CS8519,25-Jul-14,67
CS7756,11-Dec-12,77
CS7926,26-Mar-12,39
CS7730,23-Oct-12,24
CS8031,30-Jul-14,49
CS7183,27-Feb-12,63
CS7648,24-May-11,59
CS7203,26-Apr-13,45
CS7678,31-Jul-13,79
CS7968,2-Jan-14,54
CS7294,11-Jul-13,31
CS7601,3-Nov-14,24
CS7637,16-Sep-12,74
CS8006,4-Jun-13,42
CS8952,3-Jun-13,77
CS7873,29-Jul-11,50
CS8263,17-Jan-15,44
CS8284,6-Sep-11,71
CS7712,27-Oct-11,52
CS7508,11-Jul-14,19
CS7498,4-May-13,23
CS7438,12-Jan-13,50
CS7350,4-Aug-13,44
CS7802,6-May-12,14
CS7937,1-Jun-11,66
CS8994,30-May-12,40
CS8931,14-Dec-14,46
CS8237,28-May-14,56
CS8060,29-Aug-12,38
CS7205,9-May-12,56
CS7294,8-Jun-12,72
CS7989,8-Apr-13,73
CS8597,26-Apr-13,52
CS7525,3-Apr-14,59
CS7839,25-Aug-13,34
CS8383,17-Aug-12,20
CS8263,7-Oct-12,71
CS7653,29-May-13,26
CS8662,17-Jul-13,67
CS7328,31-Jul-13,11
CS8769,3-Nov-11,47
CS8199,28-Aug-14,29
CS8107,27-Nov-11,79
CS8614,25-Dec-11,37
CS7412,23-Dec-12,56
CS8950,18-Jul-11,10
CS8438,9-Nov-11,62
CS7426,23-Feb-15,71
CS8068,20-Nov-11,31
CS7653,7-Sep-12,44
CS7868,10-Jun-11,53
CS7458,10-Oct-13,77
CS8477,20-Jul-14,19
CS8199,18-Oct-13,23
CS7772,15-Mar-13,52
CS8714,15-Dec-12,21
CS7582,26-Feb-15,11
CS7661,13-Apr-13,70
CS8700,15-Oct-14,71
CS8166,29-Apr-12,23
CS8401,2-Sep-11,55
CS7863,4-Oct-11,29
CS8317,15-May-13,26
CS7785,22-Dec-11,43
CS7263,20-Aug-12,64
CS7827,4-Mar-15,42
CS8338,20-Sep-14,76
CS8206,13-Dec-13,47
CS7643,12-Jul-14,69
CS7932,18-Oct-14,34
CS7698,31-May-13,38
CS8797,30-Sep-11,13
CS8113,26-Aug-13,22
CS8531,3-Jan-12,43
CS8079,30-Mar-12,31
CS8658,21-Nov-14,36
CS7963,11-Apr-12,19
CS7378,25-Sep-11,47
CS8091,6-Dec-14,66
CS8922,11-Sep-14,32
CS7250,4-Sep-13,12
CS8884,11-Oct-11,27
CS8672,13-Jan-12,74
CS8090,12-Feb-12,23
CS7776,14-Jun-13,57
CS8652,11-Aug-12,15
CS7378,1-Nov-13,78
CS7445,28-Jul-14,29
CS7683,8-Jun-13,10
CS8411,12-Oct-14,48
CS7538,14-Dec-13,38
CS7651,9-Jul-12,51
CS7814,30-Oct-14,52
CS8314,23-Jul-11,59
CS7174,17-Jul-12,69
CS8307,23-Dec-13,34
CS8780,9-Sep-12,74
CS8629,8-Jun-13,63
CS8836,12-Dec-13,28
CS8216,10-Feb-14,79
CS8465,21-Jul-14,41
CS7838,11-Jan-15,39
CS7746,24-Feb-12,27
CS7472,25-May-14,50
CS8533,1-Jan-15,56
CS7689,10-Oct-13,21
CS7360,11-Oct-14,74
CS7575,30-Aug-11,74
CS7963,8-Jul-14,34
CS7227,6-Dec-13,53
CS8030,23-Aug-14,64
CS7380,30-Nov-11,67
CS7690,31-Oct-13,43
CS7332,25-Feb-14,68
CS7802,19-Dec-14,42
CS8967,12-Jun-11,35
CS7789,9-Apr-13,22
CS7825,3-Mar-15,12
CS7339,5-Nov-13,36
CS7785,30-Jun-14,41
CS8614,29-Jan-12,46
CS7768,18-May-14,63
CS7411,5-Jun-11,27
CS8215,13-Mar-12,65
CS7146,18-Jul-12,56
CS8208,20-Aug-13,54
CS8924,17-Oct-12,12
CS7359,29-May-14,38
CS8622,6-Jul-12,75
CS7205,24-May-11,53
CS7767,3-Aug-14,29
CS7442,12-Feb-13,24
CS7819,10-Jun-14,52
CS7592,24-May-14,54
CS8401,30-Jan-13,24
CS7562,16-Sep-13,49
CS8713,27-Mar-14,75
CS8980,6-Jan-13,37
CS7737,29-Nov-14,77
CS7793,25-May-12,52
CS7555,30-Jul-12,30
CS8428,25-Jan-14,71
CS7567,2-Oct-12,43
CS8404,20-Dec-13,60
CS7875,18-Nov-13,17
CS8464,4-Oct-14,54
CS7572,14-Dec-11,24
CS8942,25-Feb-13,51
CS8414,31-May-13,23
CS8471,16-Sep-13,62
CS8852,23-Oct-12,15
CS8877,9-Aug-13,56
CS7402,14-Jan-15,62
CS7395,22-Oct-11,63
CS7384,11-Mar-13,68
CS7383,12-Sep-12,40
CS8990,12-Dec-14,75
CS7305,18-Jul-14,60
CS8756,16-Apr-12,78
CS7879,1-May-13,76
CS8840,26-Dec-14,34
CS7953,6-Mar-12,47
CS7907,22-Oct-11,21
CS8240,18-Apr-12,25
CS7846,4-May-12,29
CS7374,26-Nov-12,40
CS7174,22-Jan-15,23
CS7553,15-Jun-12,56
CS7215,22-Jun-13,11
CS8387,20-Jan-14,30
CS8162,15-Dec-12,39
CS8617,20-Jan-14,20
CS7211,28-Jan-14,24
CS8097,17-Jan-12,42
CS7645,16-Dec-11,51
CS7383,29-May-11,43
CS8528,2-Aug-12,48
CS7975,6-Feb-13,18
CS7797,22-Jun-14,37
CS8844,15-Sep-11,45
CS8078,1-Jun-12,11
CS8940,10-Jul-12,10
CS8149,3-Dec-14,15
CS8138,10-Oct-14,28
CS7506,15-Sep-11,45
CS7835,25-Aug-11,60
CS8790,10-Jul-11,58
CS8487,18-May-14,26
CS8902,22-Feb-14,46
CS8786,30-Sep-12,35
CS7131,16-Apr-12,34
CS8056,6-Sep-11,10
CS8581,9-Apr-12,55
CS8050,3-Feb-13,52
CS8232,17-Sep-13,69
CS7292,19-Sep-13,44
CS7116,30-May-14,30
CS7750,20-Feb-12,74
CS7285,16-Jul-11,43
CS7660,15-Nov-12,42
CS7673,23-Feb-12,14
CS8284,8-Nov-11,72
CS7587,11-Aug-12,76
CS7938,24-May-13,45
CS8557,16-Oct-12,12
CS8517,18-Dec-13,41
CS7538,5-Sep-13,64
CS7559,29-Oct-13,47
CS8849,27-Dec-11,21
CS7902,22-Nov-11,61
CS8041,9-Feb-12,37
CS7817,25-Sep-12,77
CS8042,12-Nov-11,15
CS7207,30-Aug-13,64
CS7807,22-Jul-13,44
CS8929,8-Aug-14,10
CS8642,27-Jun-14,60
CS8391,8-Apr-14,78
CS8374,23-Jun-11,24
CS7589,22-Feb-15,19
CS8845,12-Sep-13,47
CS7649,19-Jul-12,71
CS8022,15-Jul-13,75
CS7732,10-Mar-12,57
CS8666,31-Oct-13,78
CS8943,30-Dec-14,71
CS7443,22-Jan-15,24
CS8188,4-Mar-13,79
CS8592,29-Sep-11,12
CS7622,14-Jun-11,49
CS8512,19-May-12,71
CS8668,12-Jul-12,67
CS7492,20-Feb-12,28
CS7560,24-Sep-12,27
CS8323,8-Nov-11,53
CS7296,16-Dec-12,24
CS8227,6-Nov-12,58
CS7965,25-Jul-14,39
CS8258,22-Apr-14,44
CS8896,19-Feb-12,59
CS7327,4-Jun-14,12
CS8093,7-Jun-12,78
CS8871,25-Oct-11,46
CS8083,10-Jan-15,13
CS8970,11-Mar-13,58
CS8938,2-Apr-12,29
CS7179,9-Apr-12,75
CS8827,21-Nov-13,38
CS7513,27-Aug-11,16
CS7941,25-Aug-12,49
CS7155,5-Nov-11,46
CS8852,13-May-12,18
CS7287,28-Oct-12,28
CS7265,12-Jun-13,54
CS8904,19-Nov-11,63
CS8564,7-Feb-13,37
CS8383,13-Dec-14,47
CS7752,27-Feb-15,12
CS8124,4-May-13,11
CS7968,26-Mar-14,24
CS7556,4-Sep-13,40
CS7832,6-Feb-12,72
CS8770,3-May-13,54
CS7394,24-Sep-13,78
CS7331,25-Sep-13,65
CS7754,23-Nov-11,33
CS8039,29-Jan-15,12
CS8552,11-Jan-13,15
CS8900,6-Mar-15,41
CS8842,17-Feb-15,29
CS8751,23-Oct-13,24
CS7805,2-Jun-14,54
CS7634,24-Jun-14,40
CS7376,17-Apr-12,31
CS7228,6-Nov-12,65
CS8701,28-Oct-13,27
CS8664,30-Dec-14,37
CS8838,9-Nov-11,31
CS8289,22-Apr-12,30
CS7510,19-May-13,28
CS8716,26-Nov-13,31
CS7836,6-Dec-12,56
CS8409,12-Jun-12,66
CS8061,1-Sep-13,34
CS7273,14-Feb-12,66
CS8691,13-Jun-11,55
CS7734,5-Jan-14,61
CS8818,26-Dec-12,20
CS7279,9-Aug-12,79
CS7428,28-May-13,21
CS8999,29-Nov-11,64
CS7839,2-Apr-14,24
CS8502,8-Apr-14,22
CS8479,7-Jan-15,34
CS7162,25-Feb-15,54
CS8702,28-Apr-14,74
CS8834,11-Oct-11,62
CS8250,20-Mar-12,66
CS8526,7-Jun-14,12
CS8773,22-Aug-14,39
CS8094,13-Jul-13,19
CS7758,10-Jan-15,48
CS8293,28-Jul-13,36
CS7267,9-Jun-11,74
CS7200,9-Sep-11,49
CS8018,5-Jul-11,71
CS8855,28-May-12,30
CS7938,1-Jul-11,35
CS7293,11-Dec-14,49
CS8627,11-Jul-14,29
CS7197,2-Feb-13,47
CS7748,2-Jan-14,69
CS8264,30-Jan-13,67
CS8154,13-Nov-13,19
CS7114,31-Aug-14,13
CS7625,29-Aug-11,23
CS8250,14-Jan-14,73
CS8587,20-Nov-13,10
CS8580,17-Jun-12,63
CS7251,3-Sep-13,15
CS7567,20-Apr-14,43
CS7166,12-Jul-11,40
CS8590,19-Jun-13,72
CS8456,26-Nov-11,20
CS7532,18-Sep-12,55
CS8419,23-Mar-13,17
CS7802,15-Apr-12,68
CS8284,1-Jun-13,35
CS8754,10-Apr-13,63
CS8173,9-Oct-13,23
CS7974,9-Jul-13,57
CS8778,25-Jul-12,58
CS8333,13-Jul-11,27
CS7458,21-Feb-15,18
CS7864,30-Dec-12,79
CS8214,31-Aug-13,37
CS8055,1-Jun-14,48
CS7373,31-Jul-13,62
CS7180,27-Nov-13,48
CS7652,1-Dec-14,50
CS8306,17-Dec-11,79
CS8520,28-Feb-15,40
CS7575,8-Dec-12,15
CS8216,10-Aug-14,71
CS7550,7-Nov-12,63
CS7595,22-Feb-14,71
CS7382,19-Sep-11,56
CS8619,10-May-12,56
CS8147,19-Jul-11,20
CS8680,29-May-13,49
CS8274,30-May-11,53
CS7703,6-Jan-15,17
CS8700,18-Jan-13,65
CS7450,23-Mar-14,15
CS8508,29-Sep-12,39
CS8344,31-Jul-12,15
CS7931,6-Jan-13,37
CS7287,16-Jul-11,28
CS7468,14-Nov-12,23
CS7268,28-Oct-14,60
CS8359,24-Dec-11,40
CS7710,17-Jul-12,38
CS7544,27-Dec-14,23
CS7947,29-May-14,57
CS8117,7-Mar-12,10
CS8195,13-Dec-11,57
CS8153,23-Jan-12,53
CS8449,28-Mar-14,29
CS7395,1-Sep-11,27
CS8781,13-Nov-11,26
CS7919,25-Sep-13,51
CS8925,14-Mar-15,27
CS7908,18-Apr-14,64
CS7572,29-Dec-11,13
CS7367,17-Jul-12,20
CS8482,29-Oct-14,13
CS7353,26-Dec-12,12
CS7847,9-Dec-12,52
CS7278,15-Nov-11,66
CS8961,21-Jun-11,58
CS7900,7-Mar-13,38
CS8268,30-Dec-13,60
CS7997,2-Jul-11,44
CS8592,22-Jun-11,25
CS7427,16-Jun-11,66
CS8975,27-Jan-13,30
CS8710,15-Feb-12,42
CS7728,1-Aug-13,39
CS8733,31-Dec-11,16
CS8461,23-Jun-13,54
CS7927,3-Feb-13,58
CS8805,2-Sep-12,55
CS8207,10-Feb-15,73
CS7619,15-Dec-12,22
CS7376,16-Aug-13,63
CS8011,29-May-11,11
CS8905,20-Dec-14,77
CS7684,14-Jul-13,20
CS7591,24-Nov-13,58
CS7488,22-Aug-14,45
CS7832,7-May-14,58
CS8685,23-Oct-14,64
CS7795,20-Jun-13,39
CS7486,27-Jul-14,11
CS7764,6-Oct-14,23
CS8089,17-Jul-14,40
CS7228,20-Oct-13,36
CS8037,13-Apr-12,12
CS7995,20-Jun-11,59
CS7784,30-Oct-11,73
CS8733,15-Nov-11,30
CS8152,28-Jan-15,21
CS7912,11-Nov-14,15
CS8920,1-Oct-11,48
CS8839,4-Apr-13,69
CS8629,28-Nov-12,57
CS7940,28-Jun-12,51
CS7171,10-Oct-12,15
CS7234,9-Dec-14,31
CS7859,30-Mar-13,56
CS7502,13-Sep-11,13
CS7518,5-Nov-13,34
CS7538,16-Nov-13,56
CS7919,25-Jun-11,50
CS8105,27-Jan-14,77
CS8443,24-Mar-14,60
CS7539,1-Jul-14,29
CS7765,6-Nov-13,21
CS7602,18-Feb-15,13
CS8251,23-May-13,59
CS8660,27-Oct-12,48
CS8558,8-Jun-11,75
CS8313,25-Apr-14,11
CS7432,16-Jul-11,29
CS7825,24-Aug-12,64
CS8524,1-Sep-11,53
CS7796,1-Aug-14,69
CS8409,4-Jun-14,33
CS8610,2-Jul-11,67
CS8155,3-Aug-12,63
CS8610,16-Jan-15,78
CS8735,14-Jan-15,41
CS7958,26-May-12,69
CS8858,5-Oct-11,18
CS7293,28-Dec-11,38
CS8820,30-Jun-11,16
CS8379,2-Apr-14,22
CS8473,27-Jun-11,20
CS8080,23-Mar-14,71
CS8092,20-Aug-13,50
CS7438,2-Apr-14,67
CS8108,13-May-12,60
CS8118,20-Dec-13,75
CS7267,2-Aug-13,65
CS8690,28-Oct-14,47
CS7633,10-Sep-13,57
CS8077,18-Sep-11,51
CS8404,21-Jul-11,69
CS7570,15-Jun-13,67
CS7692,9-Apr-13,74
CS7279,1-Oct-13,21
CS7256,21-Jan-12,27
CS7492,29-Jul-12,66
CS7747,26-Mar-14,35
CS8420,31-Aug-12,68
CS8159,8-Oct-13,29
CS8289,27-Dec-13,23
CS7271,27-Jul-11,33
CS7370,15-May-13,53
CS8041,11-Oct-11,58
CS8624,25-May-13,78
CS7678,16-Dec-11,76
CS8383,16-May-14,17
CS7723,24-Jan-15,51
CS7940,28-May-11,71
CS8252,16-Feb-13,39
CS8790,23-Sep-14,17
CS7883,29-Jun-11,78
CS8661,24-Oct-13,17
CS8231,14-Jan-14,48
CS7566,13-Apr-14,54
CS7864,8-Jul-11,56
CS7150,5-Dec-11,61
CS7998,24-Sep-12,23
CS7482,4-May-12,31
CS7636,28-Oct-14,10
CS7374,11-May-13,66
CS7697,23-Aug-12,77
CS7699,25-Feb-14,18
CS7216,14-Sep-12,45
CS8936,2-Jan-13,54
CS7542,30-Dec-12,45
CS8890,5-Feb-14,16
CS8485,13-Jan-13,45
CS8541,23-Sep-14,71
CS8699,27-Sep-11,46
CS7296,22-Sep-14,55
CS7441,22-Aug-14,13
CS7730,11-Sep-14,53
CS7518,16-Jul-13,38
CS8304,17-Oct-12,50
CS8610,25-Jul-12,27
CS8329,20-Nov-11,18
CS8441,9-Jun-12,14
CS7816,12-Sep-12,70
CS7521,3-Sep-14,20
CS7784,31-May-11,32
CS8878,12-Sep-14,40
CS8312,9-Jun-12,44
CS8953,14-Sep-11,43
CS7991,6-Aug-12,55
CS7943,22-May-13,75
CS8992,6-Dec-12,26
CS8864,25-May-13,62
CS7582,23-Sep-11,31
CS8922,29-Jan-15,16
CS7765,22-Dec-14,47
CS7547,21-Jan-15,76
CS7607,15-May-14,41
CS7922,24-Dec-12,60
CS7677,13-Feb-14,40
CS7260,2-Apr-14,24
CS7499,14-Apr-14,75
CS8786,20-Feb-15,56
CS8066,23-Nov-12,13
CS7591,12-Aug-11,66
CS8796,27-Jun-12,77
CS7212,7-Jun-11,34
CS8848,28-Apr-14,13
CS7235,27-Sep-12,39
CS8538,23-Oct-11,74
CS7647,1-Feb-12,63
CS8731,6-Nov-14,37
CS8357,15-Mar-15,61
CS8735,21-Nov-13,27
CS7632,26-Dec-14,50
CS7975,24-May-12,78
CS7241,16-Feb-14,37
CS7525,25-Sep-14,62
CS7410,4-May-14,23
CS7814,27-Aug-11,71
CS7940,29-Apr-14,74
CS7892,4-Jun-14,74
CS8443,3-Jun-14,11
CS8974,18-Jul-11,26
CS8658,8-Oct-13,60
CS8609,10-Apr-14,48
CS8945,26-Jul-14,41
CS7745,23-May-11,13
CS8588,16-Nov-12,69
CS8111,3-Sep-13,10
CS7315,8-Dec-13,67
CS7954,11-Jun-12,36
CS7773,30-Apr-12,24
CS7495,15-Sep-13,69
CS8905,17-Feb-14,21
CS8967,27-Dec-13,13
CS7889,27-Feb-15,70
CS7586,18-Jul-11,11
CS8904,21-Sep-13,44
CS7367,1-Jul-13,70
CS7732,8-Jan-14,62
CS7781,15-Dec-12,33
CS8787,6-Mar-15,25
CS7194,20-Jan-13,54
CS8181,28-Feb-14,45
CS8855,20-Jul-14,27
CS8687,10-Jan-14,28
CS8506,20-Jan-15,31
CS7809,29-May-11,24
CS7597,20-Aug-12,10
CS7805,24-Sep-12,11
CS7949,20-Jun-12,50
CS8625,3-Sep-12,40
CS7648,23-Jan-14,60
CS8081,3-Mar-14,26
CS8622,6-Dec-12,47
CS8284,14-Aug-12,21
CS8379,30-Dec-13,53
CS8071,28-Oct-14,28
CS7582,28-Aug-13,26
CS8530,21-Mar-12,23
CS8536,10-Sep-14,68
CS7261,18-Feb-12,37
CS7500,4-Apr-14,40
CS8134,24-Jan-14,39
CS8027,13-Mar-15,59
CS7800,28-Oct-13,61
CS8660,3-Dec-13,53
CS8022,3-Jun-13,71
CS8342,3-Aug-12,13
CS7327,30-Aug-12,35
CS8770,2-Oct-11,35
CS8775,13-Nov-13,28
CS7819,5-Feb-14,50
CS7959,15-Jul-13,39
CS7457,8-Jul-12,56
CS8693,6-Mar-13,47
CS7607,7-Feb-13,75
CS8037,1-Jun-11,34
CS8601,9-Jun-14,69
CS7173,15-Jun-14,23
CS8684,25-Apr-13,63
CS8709,25-Mar-13,66
CS8052,16-Jun-12,64
CS8810,18-Jul-12,52
CS8429,23-Feb-14,14
CS8804,7-Apr-12,69
CS8566,25-Mar-14,61
CS7488,19-Jul-11,15
CS7845,5-Jun-13,16
CS8016,16-Feb-14,36
CS7789,6-Jul-14,72
CS7295,29-Jun-11,35
CS7535,28-Feb-12,72
CS8980,24-Dec-12,69
CS7311,25-Jul-14,50
CS8001,28-Apr-14,35
CS7161,31-Jan-12,14
CS8342,28-Aug-14,78
CS8445,19-Feb-13,71
CS8274,13-Aug-14,38
CS8747,9-Jun-14,53
CS8290,18-Feb-12,55
CS7712,23-Aug-11,11
CS8380,1-Dec-14,73
CS7661,20-Oct-12,31
CS8399,27-Jul-13,34
CS8408,24-Jun-11,44
CS7972,30-Dec-12,54
CS8997,1-Jun-13,23
CS8676,13-May-12,74
CS8197,15-Jan-13,57
CS8756,4-Dec-11,41
CS7586,20-Dec-12,35
CS7770,29-Jun-14,50
CS8299,7-May-13,33
CS8457,9-Jul-12,74
CS8048,23-Aug-11,37
CS7488,30-Oct-13,50
CS8058,8-Feb-12,55
CS7212,9-Nov-11,55
CS8574,16-Nov-14,73
CS8441,18-Dec-14,35
CS7337,9-Jun-14,24
CS8058,5-Mar-15,44
CS8760,17-Aug-12,45
CS7427,9-Mar-15,21
CS7704,28-Aug-13,49
CS8407,17-Dec-11,31
CS7757,14-Dec-14,64
CS8469,29-Jun-11,55
CS8520,2-Jun-12,63
CS8912,3-Aug-13,56
CS8989,7-Mar-15,54
CS7141,4-Oct-14,13
CS8424,16-Jul-12,73
CS8142,20-Feb-13,75
CS8303,24-Mar-14,70
CS7913,7-Apr-14,17
CS8141,16-Mar-15,64
CS7452,25-Nov-12,22
CS7894,12-May-13,22
CS7316,11-Aug-13,67
CS8720,14-Jun-12,68
CS8681,10-Dec-14,45
CS8818,16-Apr-14,77
CS7970,8-Feb-15,27
CS8438,9-Jul-13,33
CS7304,24-Dec-12,45
CS8618,21-Oct-11,34
CS7118,1-Mar-13,15
CS8718,3-Nov-14,17
CS7637,9-Jul-14,19
CS7588,17-May-11,45
CS7405,18-Aug-12,60
CS7549,19-Mar-14,18
CS8697,3-Jan-14,20
CS8564,17-Jan-12,21
CS7641,18-Jan-13,46
CS7821,18-Aug-12,56
CS8077,2-Dec-14,27
CS8153,22-Dec-14,21
CS8951,5-Mar-14,50
CS7136,13-Sep-13,37
CS8040,26-May-14,41
CS7206,8-Sep-14,59
CS7751,10-Feb-13,65
CS8400,6-Sep-11,78
CS8393,22-Dec-12,25
CS8166,11-Dec-13,43
CS7867,4-Nov-12,50
CS7372,17-Dec-12,64
CS8884,9-Nov-11,35
CS7370,9-Aug-14,21
CS8776,16-Oct-11,60
CS7894,3-Jan-13,53
CS8602,23-Aug-11,79
CS7570,10-Aug-14,67
CS8893,22-Jul-14,41
CS8011,25-Dec-11,79
CS7793,4-Aug-12,41
CS7982,14-Dec-13,23
CS7659,28-Feb-12,44
CS7518,1-Aug-13,69
CS7729,19-Nov-13,46
CS8286,22-Feb-13,40
CS8693,15-Nov-11,42
CS8409,9-Jan-12,40
CS7521,29-Jun-12,24
CS8328,6-Mar-14,55
CS7414,16-Jul-13,60
CS8897,26-Jul-11,71
CS8172,4-Feb-13,79
CS7959,9-Sep-14,21
CS8483,21-Apr-12,53
CS8802,5-Jul-11,53
CS7201,6-Jan-12,78
CS8731,28-Feb-15,24
CS8903,29-Sep-14,28
CS7432,10-Aug-14,33
CS8189,30-Sep-11,14
CS7991,31-Dec-13,19
CS8083,2-Jul-13,41
CS7565,28-Jan-14,41
CS7800,2-Apr-14,48
CS8593,28-Jan-14,42
CS7976,16-Jul-13,26
CS8071,14-Apr-12,42
CS8516,15-Sep-14,23
CS8191,11-Feb-15,17
CS7621,23-Nov-13,20
CS8372,12-Jan-14,36
CS8788,8-Jan-15,75
CS7999,7-Sep-13,78
CS8808,20-Oct-11,67
CS8448,24-Jan-13,13
CS8344,11-Jul-12,78
CS7673,14-Jan-12,76
CS7650,1-Jun-11,48
CS8572,1-Jun-12,15
CS7342,8-Sep-12,37
CS7144,10-Jul-14,38
CS8956,6-Feb-13,39
CS7563,5-Feb-14,61
CS7777,8-Aug-14,45
CS8518,22-Sep-12,40
CS8350,1-May-14,31
CS8669,17-Dec-13,14
CS8184,5-Jun-14,78
CS7515,13-Nov-12,64
CS8179,10-May-12,35
CS8051,26-May-12,30
CS8058,9-Dec-13,53
CS7326,10-Nov-12,62
CS8482,14-May-14,13
CS8223,16-Jan-14,44
CS7764,24-Oct-13,23
CS8700,10-Feb-12,40
CS8621,6-Jan-15,15
CS8073,21-Feb-13,21
CS8099,7-Oct-11,40
CS8751,9-Feb-12,62
CS8296,22-Apr-13,76
CS8672,23-Mar-13,55
CS8450,15-Oct-13,76
CS8496,28-Jul-12,65
CS8127,8-Sep-13,49
CS7734,7-Jan-13,19
CS8329,11-Jan-14,19
CS8972,25-Feb-12,77
CS7900,25-Jan-14,18
CS8325,16-Jun-12,59
CS8322,31-Mar-13,35
CS8672,15-Jul-12,37
CS8651,8-Aug-11,55
CS8005,5-Oct-11,10
CS8363,11-Mar-13,10
CS8059,27-Oct-14,70
CS8221,6-Jun-11,61
CS7262,20-Sep-14,27
CS7281,25-Sep-11,37
CS8404,20-Jan-14,23
CS8615,17-Dec-14,11
CS8344,10-Jun-14,10
CS8284,16-Nov-14,41
CS7997,22-Feb-12,78
CS8233,16-Jul-11,20
CS8186,31-Oct-12,49
CS7148,29-Sep-13,28
CS8727,7-Sep-14,27
CS8388,23-Apr-13,22
CS8706,15-May-12,38
